Rank,Company_Name,Headquarters,Sectors,Total_Dataset_Score,Policy_Governance_Score,Transparency_Score,History_Modifier,Record_Count,Years_Tracked,Positive_Effect_Ratio,Has_Modern_Slavery_Policy,Has_Director_Signoff,Has_Board_Oversight,Has_Detailed_Disclosure,Assessment_Date
4710,Dartford and Gravesham NHS Trust,GB,Public Entities,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4711,Darton Commodities Ltd.,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4712,Darwin Property Investment Management Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4713,Data Select Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4714,Datachoice Solutions Limited,GB,Technology: Software & web-based/digital services,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4715,Datatec PLC,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4716,David Cover and Son Ltd,GB,Wholesale,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4717,David Hayton Limited,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4718,Joseph Heler Limited,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4719,Joseph Joseph Group Limited,GB,Household products,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4720,Joseph Joseph Limited,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4721,Joseph Rowntree Foundation,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4722,Joules Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4723,Journey Group Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4724,Joy Global,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4725,Judges Scientific plc,GB,Machine & machine tools,30,25,5,1.2,2,1,1.0,True,True,True,False,2025-07-01
4726,Julian Hodge Bank Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4727,John West Foods (part of MWBrand - MW Brand SAS - Holdings),GB,Agriculture/food/beverage/tobacco/fishing: General;Fishing;Food & beverage,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4728,Johnson Controls Batteries Limited,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4729,Johnson Controls Building Efficiency (UK) Limited,GB,Services: General,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
4730,Johnson Service Group plc,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4731,Johnsons of Whixley Limited,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4732,Johnston Press plc,GB,Media & publishing: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4733,Johnston Sweepers Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4734,Jupiter Hotels Limited,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4735,Jupiter Marketing Limited,GB,Unknown,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
4736,Jupiter Spring Productions Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4737,Jones Bros Ruthin CO Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4738,"Jos.Richardson & Son,Limited",GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4739,West Coast Trains Limited,GB,Transport: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4740,West College Scotland,GB,Charity/Non-Profit,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4741,West Kent Housing Association,GB,Real estate: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4742,West London NHS Trust,GB,Public Entities,30,25,5,1.2,2,1,1.0,True,True,False,False,2025-07-01
4743,West Norfolk Clinical Commissioning Group,GB,Health and social care,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4744,West Nottinghamshire College,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4745,West Pennine Trucks Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4746,"West Pharmaceutical Services, Inc.",US,Health and social care,30,25,5,1.0,2,1,0.5,True,True,False,False,2025-07-01
4747,West UC Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4748,WestRock,US,Paper & cardboard,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
4749,Danaher,US,Health and social care,30,25,5,1.0,2,1,0.5,True,True,False,False,2025-07-01
4750,Daisy Corporate Services Trading Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4751,VWR International Limited,GB,Wholesale,30,25,5,1.2,2,1,1.0,True,True,False,False,2025-07-01
4752,VWS Westgarth Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4753,VYNOVA Group,BE,Chemical: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4754,Vaillant Group UK Ltd,GB,Auto parts,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
4755,Vale Mill (Rochdale) Ltd,GB,Household products,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4756,Valeo,FR,Automobile & other motor vehicles,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4757,Valeo Engine Cooling UK Ltd,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4758,Valero Energy,US,Energy,30,25,5,1.0,2,1,0.5,True,True,False,False,2025-07-01
4759,Valero Holdco UK Ltd.,GB,"Oil, gas & coal",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4760,Julius Rutherfoord  & Co. Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4761,Jump,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4762,Jungheinrich Financial Services Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4763,Jungheinrich Lift Truck Finance Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4764,Jungheinrich UK Limited,GB,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4765,Jupiter Advertising Ltd,GB,Media & publishing: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4766,K.T.C. (Edibles) Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4767,K2  Partnering  Solutions  Holding  Co  Ltd,GB,Technology: Other,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4768,KAZ Minerals PLC,GB,Metals & steel;Mining,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4769,KCA Deutag,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4770,KCG Europe Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4771,KDDI,JP,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4772,KEW (Electrical Distributors) Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4773,Dane Architectural Systems Limited,GB,Household products,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4774,Danesmoor Holdings Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4775,Danfoss,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4776,Daniel Owen Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4777,Daniel Thwaites plc,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4778,Danske Commodities UK Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4779,Danwood Group Ltd,GB,Technology: Other,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4780,Dairy Partners Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4781,Daisy Communications Ltd.,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4782,KLA-Tencor Ltd,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4783,KMS Media Limited,GB,Media & publishing: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4784,"KOEI TECMO HOLDINGS CO., LTD",JP,Entertainment,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4785,Daisy Group Ltd.,GB,"Technology: Electronics, Internet and telecom providers;Technology: Other",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4786,Daiwa Corporate Advisory Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4787,Dana UK Axle Limited,GB,Auto parts,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4788,DSV A/S,DK,Transport: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4789,DTR VMS Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4790,DVB Bank SE,DE,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4791,DVV Investco Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4792,KPJV Limited,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4793,KSB Group,DE,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4794,KWM Europe LLP,HK,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4795,Jvckenwood U.K. Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4796,K K Fine Foods Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4797,K+S Aktiengesellschaft,DE,Chemical: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4798,Karium Ltd,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4799,Karsten UK Ltd,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4800,Kartell UK Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4801,Kasai UK Ltd,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4802,Kautex Textron UK Ltd.,GB,Auto parts,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4803,Kavalake Limited,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4804,Kay Group (UK) Ltd (The),GB,"Oil, gas & coal",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4805,Kazakh Projects Joint Venture Limited,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4806,KYB Corporation,JP,Auto parts,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4807,KYOCERA Document Solutions (UK) Limited,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4808,Kaba Ltd.,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4809,Kabaku General Services Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4810,Kane Group Building Services Ltd,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4811,Kantar Consulting,GB,Media & publishing: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4812,KJ Shortis Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4813,KKR & Co. L.P.,US,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4814,VSMPO Tirus Ltd,GB,Wholesale,30,25,5,1.2,2,1,1.0,True,True,False,False,2025-07-01
4815,VTL Group (Holdings) Limited,GB,Auto parts,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
4816,VTX Holdings Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4817,VUR Holdings (UK) Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4818,VUR Village Trading No 1 Limited,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4819,Karen Millen,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4820,Dacsa Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4821,Daido Metal Europe Limited,GB,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4822,DONG Energy Power Sales UK Limited,GB,"Oil, gas & coal",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4823,DONG Energy Salg & Service A/S,GB,Utilities: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4824,DONG Energy West of Duddon Sands (UK) Limited,GB,Renewable energy,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4825,DONG Energy Westermost Rough Limited,GB,Renewable energy,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4826,DONG Energy Wind Power A/S,DK,Renewable energy,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4827,DOTCOM Retail Limited,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4828,DPDgroup,DE,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4829,DS Smith Corrugated Packaging Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4830,VIP (Group) Ltd,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4831,DSM,NL,Chemical: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4832,DST Financial Services Europe Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4833,DFS Furniture,GB,Furniture,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4834,DH Foods Limited,GB,Consumer products/retail: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4835,DHL (part of Deutsche Post),DE,Express delivery,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4836,DHL International UK,GB,Freight handling,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4837,DLF Seeds Ltd,DK,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4838,DNOW UK Ltd,GB,Wholesale,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4839,DNV (formerly DNV GL),NO,"Auditing, consulting & accounting",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4840,DONG E&P (UK) Limited,GB,"Oil, gas & coal",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4841,VIVID Housing Limited,GB,Real estate: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4842,VMS (Fleet Management) Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4843,VPI Immingham LLP,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4844,VPS (UK) Limit­ed,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4845,VPS Lim­it­ed,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4846,Kenneth Green Associates Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4847,Kensington Mortgage Company Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4848,Kensington Power Limited,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4849,Kent Catholic Schools' Partnership,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4850,Kent Community Health NHS Foundation Trust,GB,Public Entities,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4851,Keoghs LLP,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4852,Kepak Convenience Foods,IE,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4853,Kepak Group Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4854,Kerridge Commercial Systems Limited,GB,Technology: Software & web-based/digital services,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4855,Kee Safety Group Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4856,Keen and Toms Holdings Limited,GB,Household products,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4857,Kelda Eurobond Co Limited,GB,Utilities: General;Water companies,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4858,Keller Limited,GB,Engineering,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
4859,Kelly Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4860,Kemet,US,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4861,Kemin Industries Inc,US,Pharmaceutical,30,25,5,1.0,2,1,0.5,True,True,True,False,2025-07-01
4862,DFDS A/S,DK,"Shipping, ship-building & ship-scrapping",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4863,Kindertons Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4864,King & Spalding,US,Law firms,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4865,Kerry Foods Limited,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4866,Kershaw Group Limited,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4867,Kettle Produce Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4868,Keurig Dr Pepper,US,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4869,Keurig Green Mountain Inc.,US,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4870,Keyence,JP,"Biotechnology;Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4871,Keys Care Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4872,Keys Group Limited,GB,Health and social care,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4873,Keystone Holding Limited,GB,Building materials & equipment,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4874,Keytree Limited,GB,Technology: Other,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4875,Keywords Studios plc,GB,Technology: Other,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4876,KfW,DE,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4877,Kennametal,US,Construction machinery & vehicles,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4878,Kilnbridge Construction Services Ltd.,GB,Unknown,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
4879,Kiltearn Partners LLP,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4880,Kimal Holdings Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4881,"Kimball Electronics Group, LLC",US,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4882,Kimberly-Clark,US,Manufacturing: General;Paper & cardboard,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4883,Kimm & Miller (UK) Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4884,Kinapse Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4885,DONG Energy Power (UK) Limited,GB,"Oil, gas & coal",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4886,DAF Trucks Ltd,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4887,DAI Europe Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4888,DAI Global LLC,US,Real estate: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4889,DBS Bank,SG,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4890,DC Management Services Limited,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4891,DCC Vital Ltd,IE,Health and social care,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4892,DDB Europe Ltd,FR,Media & publishing: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4893,DER Touristik,DE,Hotel;Tourism,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4894,Kingsfield Computer Products,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4895,Kingsley Hamilton Management Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4896,Kingston Smith LLP,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4897,Kingston Technology Corporation,US,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4898,Kingston University,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4899,Westbrook Holdings Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4900,Westcoast Limited,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4901,Westcon Group Africa Operations Limited,GB,Unknown,30,25,5,1.2,1,0,1.0,True,True,True,False,2025-07-01
4902,Westcountry Schools Trust,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4903,Western Digital,US,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4904,Western Provident Association Limited,GB,Insurance,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4905,Westfield Contributory Health Scheme Limited,GB,Insurance,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4906,Cyxtera Technology UK Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4907,Kingstown Works Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4908,Kinleigh Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4909,Khudairi Group,IQ,"Oil, gas & coal",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4910,"Koch Ag & Energy Solutions, LLC",US,Chemical: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4911,Kodak Alaris Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4912,Kohlberg Kravis Roberts (KKR),US,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4913,Kolhberg Kravis Roberts & Co. Partners LLP,US,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4914,Kiplun Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4915,Kirkland & Ellis,US,Law firms,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4916,"Kitchen Craft of Canada, Ltd.",US,Household products,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4917,Kitwave Group Limited,GB,Consumer products/retail: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4918,Kluman And Balter Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4919,Knauf UK GmbH (t/a Knauf Drywall),GB,Construction & building materials: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4920,Knight Dragon Investments Limited,GB,Real estate: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4921,Knight Frank LLP,GB,Real estate: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4922,King Street (Europe) LLP,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4923,King's Education Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4924,Kingerlee Ltd,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4925,Kingsbridge Educational Trust,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4926,"D.J.Squire & Co.,Limited",GB,Retail,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4927,Currie European Transport Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4928,Currie Motors UK Ltd,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4929,Curtis Banks Group PLC,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4930,Konica Minolta Business Solutions Denmark a/s,DK,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4931,Koninklijke Philips N.V.,NL,Health and social care,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4932,Koppers Inc.,US,Chemical: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4933,Korn Ferry Hay Group Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4934,Korn/Ferry,US,"Auditing, consulting & accounting",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4935,Kram Contract Cleaning,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4936,Krohne Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4937,Kroll,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4938,Knight Harwood Limited,GB,Household products,30,25,5,1.2,2,1,1.0,True,True,True,False,2025-07-01
4939,Knights Brown Construction Ltd,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4940,Knowledge Academy Limited (The),IN,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4941,Kobalt Music Group Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
4942,VA Tech (UK) Limited,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4943,VA Tech T & D UK Limited,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
4944,VEKA plc,GB,Chemical: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
